game_id,club_id,own_goals,own_position,opponent_id,opponent_goals,opponent_position,result,home_total_market_value,home_key_players,away_total_market_value,away_key_players,home_position_to_goal,away_position_to_goal,home_win_h2h,away_win_h2h,draw_h2h,home_win_h2h_d,away_win_h2h_d,home_home_win,away_away_win,home_last_5_game_win,home_last_5_game_lose,home_last_5_game_draw,away_last_5_game_win,away_last_5_game_lose,away_last_5_game_draw,date
2578185,29,0,12.0,11,2,3.0,0,413.0,0.0,1169.0,0.0,0.0,0.6666666666666666,0.2916666666666667,0.5,0.2083333333333333,0.25,0.0416666666666666,0.4,0.4,0.6,0.4,0.0,0.2,0.6,0.2,2016-03-19
2872328,29,0,9.0,985,2,2.0,0,413.0,0.2,793.0,0.2,0.0,1.0,0.2307692307692307,0.5384615384615384,0.2307692307692307,0.1923076923076923,0.0384615384615384,0.6,0.6,0.4,0.2,0.4,0.4,0.2,0.4,2018-01-01
2225520,29,2,5.0,31,2,13.0,2,413.0,0.0,1019.0,0.0,0.4,0.1538461538461538,0.0769230769230769,0.4615384615384615,0.4615384615384615,0.0384615384615384,0.0384615384615384,0.4,0.6,0.4,0.0,0.6,0.4,0.2,0.4,2012-10-28
3838775,29,1,18.0,11,0,1.0,1,413.0,0.6,1169.0,0.8,0.0555555555555555,0.0,0.2916666666666667,0.5,0.2083333333333333,0.25,0.0416666666666666,0.2,0.8,0.0,0.8,0.2,0.4,0.6,0.0,2023-02-04
2698149,29,1,7.0,2288,1,20.0,2,413.0,0.0,16.0,0.2,0.1428571428571428,0.05,0.3846153846153846,0.1538461538461538,0.4615384615384615,0.2307692307692307,0.1538461538461538,0.6,0.2,0.2,0.4,0.4,0.0,0.8,0.2,2016-11-19
2872376,29,3,9.0,873,1,15.0,1,413.0,0.2,431.0,0.0,0.3333333333333333,0.0666666666666666,0.4,0.16,0.44,0.24,0.16,0.4,0.2,0.2,0.6,0.2,0.0,0.6,0.4,2018-02-10
2578125,29,3,11.0,762,0,18.0,1,413.0,0.0,696.0,0.0,0.2727272727272727,0.0,0.5,0.3181818181818182,0.1818181818181818,0.2727272727272727,0.2272727272727272,0.2,0.2,0.4,0.2,0.4,0.0,0.8,0.2,2016-02-03
3838002,29,1,15.0,379,0,18.0,1,413.0,0.4,489.0,0.6,0.0666666666666666,0.0,0.5,0.3461538461538461,0.1538461538461538,0.2692307692307692,0.2307692307692307,0.2,0.4,0.2,0.0,0.8,0.4,0.2,0.4,2022-09-18
3592295,29,1,14.0,762,0,19.0,1,413.0,0.0,696.0,0.4,0.0714285714285714,0.0,0.5,0.3181818181818182,0.1818181818181818,0.2727272727272727,0.2272727272727272,0.6,0.6,0.2,0.8,0.0,0.2,0.8,0.0,2022-03-17
2872479,29,1,8.0,180,1,17.0,2,413.0,0.2,159.0,0.0,0.125,0.0588235294117647,0.4545454545454545,0.3636363636363636,0.1818181818181818,0.3181818181818182,0.1363636363636363,0.6,0.2,0.4,0.2,0.4,0.0,0.6,0.4,2018-05-05
