game_id,club_id,own_goals,own_position,opponent_id,opponent_goals,opponent_position,home_result,away_result,home_total_market_value,home_key_players,away_total_market_value,away_key_players,home_position_to_goal,away_position_to_goal,home_win_h2h,away_win_h2h,draw_h2h,home_win_h2h_d,away_win_h2h_d,draw_h2h_d,home_home_win,away_away_win,home_last_5_game_win,home_last_5_game_lose,home_last_5_game_draw,away_last_5_game_win,away_last_5_game_lose,away_last_5_game_draw
4129473,3205,0,11.0,6890,0,19.0,2,0.0,29350000.0,0.4,44200000.0,0.8,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.4,0.4,0.4,0.2,0.4,0.2,0.8,0.0
4129486,11282,2,10.0,6646,1,16.0,1,1.0,25125000.0,0.6,24825000.0,0.4,0.2,0.0625,0.8,0.2,0.6,0.0,0.0,0.8,0.2,0.2,0.0,0.4,0.6,0.0,0.4,0.6
4129487,3840,1,3.0,449,0,7.0,1,1.0,38625000.0,0.4,98875000.0,0.6,0.3333333333333333,0.0,0.4,0.8,0.0,0.0,0.0,0.4,0.8,0.4,0.6,0.2,0.2,0.2,0.8,0.0
4129488,6890,2,15.0,2832,0,17.0,1,1.0,44200000.0,0.8,22325000.0,0.6,0.13333333333333333,0.0,1.2,0.6,0.2,0.0,0.0,1.2,0.4,0.2,0.2,0.6,0.2,0.2,0.8,0.0
4129491,868,3,11.0,3205,0,14.0,1,1.0,34675000.0,0.6,29350000.0,0.6,0.2727272727272727,0.0,1.0,0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.2,0.4,0.4,0.0,0.4,0.6
4129489,589,0,12.0,141,2,2.0,0,2.0,26975000.0,0.8,193625000.0,1.0,0.0,1.0,0.2,2.8,1.4,0.0,0.0,0.2,0.4,1.0,0.4,0.2,0.4,0.6,0.2,0.2
4129484,3209,2,19.0,2381,3,9.0,0,2.0,20575000.0,0.8,20125000.0,0.4,0.10526315789473684,0.3333333333333333,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.6,0.2,0.2,0.6
4129492,126,1,6.0,152,0,18.0,1,1.0,31275000.0,1.0,33225000.0,0.8,0.16666666666666666,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.2,0.2,0.0,0.8,0.2
4129483,7775,3,5.0,2293,1,13.0,1,1.0,26750000.0,0.8,26500000.0,0.8,0.6,0.07692307692307693,0.4,1.0,0.2,0.0,0.0,0.4,0.2,0.2,0.2,0.0,0.8,0.2,0.2,0.6
4129485,10484,0,8.0,36,2,1.0,0,2.0,27925000.0,0.6,201450000.0,0.6,0.0,2.0,0.4,4.0,0.4,0.0,0.0,0.4,0.4,1.0,0.4,0.2,0.4,0.6,0.4,0.0
4129490,114,2,4.0,924,0,20.0,1,1.0,138725000.0,0.0,7800000.0,0.8,0.5,0.0,0.6,0.0,0.2,0.0,0.0,0.6,0.8,0.4,0.6,0.4,0.0,0.0,0.8,0.2
4129497,2832,1,16.0,589,0,14.0,1,1.0,22325000.0,0.6,26975000.0,0.8,0.0625,0.0,0.6,0.4,1.0,0.0,0.0,0.6,0.2,0.2,0.4,0.6,0.0,0.2,0.6,0.2
4129502,2293,1,15.0,3209,2,18.0,0,2.0,26500000.0,0.8,20575000.0,0.6,0.06666666666666667,0.1111111111111111,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.6,0.2,0.0,0.8,0.2
4129493,3205,3,9.0,126,1,8.0,1,1.0,29350000.0,0.8,31275000.0,1.0,0.3333333333333333,0.125,1.2,1.2,0.8,0.0,0.0,1.2,0.4,0.4,0.2,0.4,0.4,0.2,0.6,0.2
4129495,141,2,2.0,114,1,4.0,1,1.0,193625000.0,0.8,138725000.0,0.2,1.0,0.25,2.4,1.8,0.6,0.0,0.0,2.4,0.8,0.6,1.0,0.0,0.0,0.2,0.6,0.2
4129500,36,4,1.0,7775,2,7.0,1,1.0,201450000.0,0.8,26750000.0,0.8,4.0,0.2857142857142857,1.4,0.0,0.2,0.0,0.0,1.4,1.0,0.2,1.0,0.0,0.0,0.0,0.6,0.4
